X:Vel_RX-GEAR22-jiandanjiaolian(rad/s),X:Vel_RY-GEAR22-jiandanjiaolian(rad/s),X:Vel_RZ-GEAR22-jiandanjiaolian(rad/s),X:Acc_RX-GEAR22-jiandanjiaolian(rad/s^2),X:Acc_RY-GEAR22-jiandanjiaolian(rad/s^2),X:Acc_RZ-GEAR22-jiandanjiaolian(rad/s^2),Y:Vel_RX-GEAR22-jiandanjiaolian(rad/s),Y:Vel_RY-GEAR22-jiandanjiaolian(rad/s),Y:Vel_RZ-GEAR22-jiandanjiaolian(rad/s),Y:Acc_RX-GEAR22-jiandanjiaolian(rad/s^2),Y:Acc_RY-GEAR22-jiandanjiaolian(rad/s^2),Y:Acc_RZ-GEAR22-jiandanjiaolian(rad/s^2)
0.039753000,0.039753000,0.039753000,0.039753000,0.039753000,0.039753000,-0.93714273,-3.2253561e-15,3.3293998e-15,16.700709,5.7478685e-14,-5.9332836e-14
0.040753000,0.040753000,0.040753000,0.040753000,0.040753000,0.040753000,-0.93296756,-3.2109864e-15,3.3145666e-15,8.3503543,2.8739343e-14,-2.9666418e-14
0.041753000,0.041753000,0.041753000,0.041753000,0.041753000,0.041753000,-0.93087997,-3.2038016e-15,3.3071500e-15,4.1751772,1.4369671e-14,-1.4833209e-14
0.042753000,0.042753000,0.042753000,0.042753000,0.042753000,0.042753000,-0.92983617,-3.2002091e-15,3.3034417e-15,2.0875886,7.1848356e-15,-7.4166045e-15
0.043753000,0.043753000,0.043753000,0.043753000,0.043753000,0.043753000,-0.92931428,-3.1984129e-15,3.3015875e-15,1.0437943,3.5924178e-15,-3.7083023e-15
0.044753000,0.044753000,0.044753000,0.044753000,0.044753000,0.044753000,-0.92905333,-3.1975148e-15,3.3006605e-15,0.52189715,1.7962089e-15,-1.8541511e-15
0.045753000,0.045753000,0.045753000,0.045753000,0.045753000,0.045753000,-0.92892285,-3.1970658e-15,3.3001969e-15,0.26094857,8.9810445e-16,-9.2707556e-16
0.046753000,0.046753000,0.046753000,0.046753000,0.046753000,0.046753000,-0.92885762,-3.1968412e-15,3.2999652e-15,0.13047429,4.4905223e-16,-4.6353778e-16
0.047753000,0.047753000,0.047753000,0.047753000,0.047753000,0.047753000,-0.92882500,-3.1967290e-15,3.2998493e-15,0.065237143,2.2452611e-16,-2.3176889e-16
0.048753000,0.048753000,0.048753000,0.048753000,0.048753000,0.048753000,-0.92880869,-3.1966729e-15,3.2997913e-15,0.032618572,1.1226306e-16,-1.1588445e-16
