X:Vel_RX-GEAR22-jiandanjiaolian(rad/s),X:Vel_RY-GEAR22-jiandanjiaolian(rad/s),X:Vel_RZ-GEAR22-jiandanjiaolian(rad/s),X:Acc_RX-GEAR22-jiandanjiaolian(rad/s^2),X:Acc_RY-GEAR22-jiandanjiaolian(rad/s^2),X:Acc_RZ-GEAR22-jiandanjiaolian(rad/s^2),Y:Vel_RX-GEAR22-jiandanjiaolian(rad/s),Y:Vel_RY-GEAR22-jiandanjiaolian(rad/s),Y:Vel_RZ-GEAR22-jiandanjiaolian(rad/s),Y:Acc_RX-GEAR22-jiandanjiaolian(rad/s^2),Y:Acc_RY-GEAR22-jiandanjiaolian(rad/s^2),Y:Acc_RZ-GEAR22-jiandanjiaolian(rad/s^2)
0.13625300,0.13625300,0.13625300,0.13625300,0.13625300,0.13625300,-0.87414710,-3.0085445e-15,3.1055943e-15,0.078748888,2.7102937e-16,-2.7977225e-16
0.13725300,0.13725300,0.13725300,0.13725300,0.13725300,0.13725300,-0.87412741,-3.0084768e-15,3.1055244e-15,0.039374444,1.3551469e-16,-1.3988613e-16
0.13825300,0.13825300,0.13825300,0.13825300,0.13825300,0.13825300,-0.87411757,-3.0084429e-15,3.1054894e-15,0.019687222,6.7757343e-17,-6.9943063e-17
0.13925300,0.13925300,0.13925300,0.13925300,0.13925300,0.13925300,-0.87411264,-3.0084260e-15,3.1054719e-15,0.0098436110,3.3878671e-17,-3.4971532e-17
0.14025300,0.14025300,0.14025300,0.14025300,0.14025300,0.14025300,-0.87411018,-3.0084175e-15,3.1054632e-15,0.0049218055,1.6939336e-17,-1.7485766e-17
0.14125300,0.14125300,0.14125300,0.14125300,0.14125300,0.14125300,-0.89637800,-3.0850564e-15,3.1845744e-15,-14.843567,-5.1086977e-14,5.2734944e-14
0.14225300,0.14225300,0.14225300,0.14225300,0.14225300,0.14225300,-1.0230926,-3.5211689e-15,3.6347550e-15,-89.424247,-3.0777066e-13,3.1769875e-13
0.14325300,0.14325300,0.14325300,0.14325300,0.14325300,0.14325300,-1.1180119,-3.8478520e-15,3.9719762e-15,-67.014513,-2.3064327e-13,2.3808338e-13
0.14425300,0.14425300,0.14425300,0.14425300,0.14425300,0.14425300,-1.1305771,-3.8910976e-15,4.0166169e-15,-16.753628,-5.7660818e-14,5.9520844e-14
0.14525300,0.14525300,0.14525300,0.14525300,0.14525300,0.14525300,-1.1337184,-3.9019090e-15,4.0277770e-15,-4.1884071,-1.4415204e-14,1.4880211e-14
0.14625300,0.14625300,0.14625300,0.14625300,0.14625300,0.14625300,-1.1345038,-3.9046118e-15,4.0305671e-15,-1.0471018,-3.6038011e-15,3.7200528e-15
0.14725300,0.14725300,0.14725300,0.14725300,0.14725300,0.14725300,-1.1347001,-3.9052876e-15,4.0312646e-15,-0.26177544,-9.0095028e-16,9.3001319e-16
0.14875300,0.14875300,0.14875300,0.14875300,0.14875300,0.14875300,-1.1347655,-3.9055128e-15,4.0314971e-15,-0.065443860,-2.2523757e-16,2.3250330e-16
0.14975300,0.14975300,0.14975300,0.14975300,0.14975300,0.14975300,-1.1347819,-3.9055691e-15,4.0315552e-15,-0.032721930,-1.1261879e-16,1.1625165e-16
0.15075300,0.15075300,0.15075300,0.15075300,0.15075300,0.15075300,-1.1347901,-3.9055973e-15,4.0315843e-15,-0.016360965,-5.6309393e-17,5.8125825e-17
0.15175300,0.15175300,0.15175300,0.15175300,0.15175300,0.15175300,-1.1347942,-3.9056113e-15,4.0315988e-15,-0.0081804826,-2.8154696e-17,2.9062912e-17
0.15275300,0.15275300,0.15275300,0.15275300,0.15275300,0.15275300,-1.1347962,-3.9056184e-15,4.0316061e-15,-0.0040902413,-1.4077348e-17,1.4531456e-17
0.15375300,0.15375300,0.15375300,0.15375300,0.15375300,0.15375300,-1.1236934,-3.8674059e-15,3.9921609e-15,7.4005140,2.5470285e-14,-2.6291907e-14
0.15475300,0.15475300,0.15475300,0.15475300,0.15475300,0.15475300,-1.0145603,-3.4918035e-15,3.6044423e-15,75.222233,2.5889171e-13,-2.6724306e-13
0.15575300,0.15575300,0.15575300,0.15575300,0.15575300,0.15575300,-0.93108510,-3.2045076e-15,3.3078788e-15,80.724222,2.7782786e-13,-2.8679005e-13
0.15675300,0.15675300,0.15675300,0.15675300,0.15675300,0.15675300,-0.91090404,-3.1350506e-15,3.2361813e-15,40.362111,1.3891393e-13,-1.4339502e-13
0.15775300,0.15775300,0.15775300,0.15775300,0.15775300,0.15775300,-0.90081352,-3.1003221e-15,3.2003325e-15,20.181055,6.9456964e-14,-7.1697512e-14
0.15875300,0.15875300,0.15875300,0.15875300,0.15875300,0.15875300,-0.89576825,-3.0829579e-15,3.1824081e-15,10.090528,3.4728482e-14,-3.5848756e-14
0.15975300,0.15975300,0.15975300,0.15975300,0.15975300,0.15975300,-0.89324562,-3.0742757e-15,3.1734459e-15,5.0452638,1.7364241e-14,-1.7924378e-14
0.16075300,0.16075300,0.16075300,0.16075300,0.16075300,0.16075300,-0.89198430,-3.0699347e-15,3.1689648e-15,2.5226319,8.6821205e-15,-8.9621889e-15
0.16175300,0.16175300,0.16175300,0.16175300,0.16175300,0.16175300,-0.89135365,-3.0677642e-15,3.1667243e-15,1.2613160,4.3410603e-15,-4.4810945e-15
0.16275300,0.16275300,0.16275300,0.16275300,0.16275300,0.16275300,-0.89103832,-3.0666789e-15,3.1656040e-15,0.63065798,2.1705301e-15,-2.2405472e-15
0.16375300,0.16375300,0.16375300,0.16375300,0.16375300,0.16375300,-0.89088065,-3.0661363e-15,3.1650439e-15,0.31532899,1.0852651e-15,-1.1202736e-15
0.16475300,0.16475300,0.16475300,0.16475300,0.16475300,0.16475300,-0.89080182,-3.0658649e-15,3.1647638e-15,0.15766450,5.4263253e-16,-5.6013681e-16
0.16575300,0.16575300,0.16575300,0.16575300,0.16575300,0.16575300,-0.89076240,-3.0657293e-15,3.1646238e-15,0.078832248,2.7131627e-16,-2.8006840e-16
0.16675300,0.16675300,0.16675300,0.16675300,0.16675300,0.16675300,-0.89074270,-3.0656615e-15,3.1645538e-15,0.039416124,1.3565813e-16,-1.4003420e-16
0.16775300,0.16775300,0.16775300,0.16775300,0.16775300,0.16775300,-0.89073284,-3.0656275e-15,3.1645188e-15,0.019708062,6.7829067e-17,-7.0017101e-17
0.16875300,0.16875300,0.16875300,0.16875300,0.16875300,0.16875300,-0.89072792,-3.0656106e-15,3.1645012e-15,0.0098540309,3.3914533e-17,-3.5008551e-17
0.16975300,0.16975300,0.16975300,0.16975300,0.16975300,0.16975300,-0.89072545,-3.0656021e-15,3.1644925e-15,0.0049270155,1.6957267e-17,-1.7504275e-17
0.17075300,0.17075300,0.17075300,0.17075300,0.17075300,0.17075300,-0.93614118,-3.2219090e-15,3.3258416e-15,-30.275507,-1.0419895e-13,1.0756021e-13
0.17175300,0.17175300,0.17175300,0.17175300,0.17175300,0.17175300,-1.0130326,-3.4865456e-15,3.5990149e-15,-61.352801,-2.1115741e-13,2.1796894e-13
0.17275300,0.17275300,0.17275300,0.17275300,0.17275300,0.17275300,-1.0283708,-3.5393350e-15,3.6535071e-15,-30.676401,-1.0557870e-13,1.0898447e-13
0.17375300,0.17375300,0.17375300,0.17375300,0.17375300,0.17375300,-1.0360399,-3.5657297e-15,3.6807532e-15,-15.338200,-5.2789352e-14,5.4492234e-14
0.17475300,0.17475300,0.17475300,0.17475300,0.17475300,0.17475300,-1.0398745,-3.5789270e-15,3.6943763e-15,-7.6691001,-2.6394676e-14,2.7246117e-14
0.17575300,0.17575300,0.17575300,0.17575300,0.17575300,0.17575300,-1.0417917,-3.5855257e-15,3.7011878e-15,-3.8345501,-1.3197338e-14,1.3623059e-14
0.17675300,0.17675300,0.17675300,0.17675300,0.17675300,0.17675300,-1.0427504,-3.5888250e-15,3.7045936e-15,-1.9172750,-6.5986690e-15,6.8115293e-15
0.17775300,0.17775300,0.17775300,0.17775300,0.17775300,0.17775300,-1.0432297,-3.5904747e-15,3.7062964e-15,-0.95863752,-3.2993345e-15,3.4057646e-15
0.17875300,0.17875300,0.17875300,0.17875300,0.17875300,0.17875300,-1.0434694,-3.5912995e-15,3.7071479e-15,-0.47931876,-1.6496672e-15,1.7028823e-15
0.17975300,0.17975300,0.17975300,0.17975300,0.17975300,0.17975300,-1.0435892,-3.5917119e-15,3.7075736e-15,-0.23965938,-8.2483362e-16,8.5144116e-16
0.18075300,0.18075300,0.18075300,0.18075300,0.18075300,0.18075300,-1.0436491,-3.5919181e-15,3.7077865e-15,-0.11982969,-4.1241681e-16,4.2572058e-16
0.18175300,0.18175300,0.18175300,0.18175300,0.18175300,0.18175300,-1.0436791,-3.5920212e-15,3.7078929e-15,-0.059914845,-2.0620841e-16,2.1286029e-16
0.18275300,0.18275300,0.18275300,0.18275300,0.18275300,0.18275300,-1.0436940,-3.5920728e-15,3.7079461e-15,-0.029957422,-1.0310420e-16,1.0643014e-16
0.18375300,0.18375300,0.18375300,0.18375300,0.18375300,0.18375300,-1.0437015,-3.5920986e-15,3.7079727e-15,-0.014978711,-5.1552101e-17,5.3215072e-17
0.18475300,0.18475300,0.18475300,0.18475300,0.18475300,0.18475300,-1.0437053,-3.5921115e-15,3.7079860e-15,-0.0074893556,-2.5776051e-17,2.6607536e-17
0.18575300,0.18575300,0.18575300,0.18575300,0.18575300,0.18575300,-1.0437072,-3.5921179e-15,3.7079927e-15,-0.0037446778,-1.2888025e-17,1.3303768e-17
0.18675300,0.18675300,0.18675300,0.18675300,0.18675300,0.18675300,-1.0437081,-3.5921211e-15,3.7079960e-15,-0.0018723389,-6.4440127e-18,6.6518840e-18
0.18775300,0.18775300,0.18775300,0.18775300,0.18775300,0.18775300,-1.0437086,-3.5921227e-15,3.7079977e-15,-0.00093616945,-3.2220063e-18,3.3259420e-18
0.18875300,0.18875300,0.18875300,0.18875300,0.18875300,0.18875300,-1.0437088,-3.5921235e-15,3.7079985e-15,-0.00046808473,-1.6110032e-18,1.6629710e-18
0.18975300,0.18975300,0.18975300,0.18975300,0.18975300,0.18975300,-1.0437089,-3.5921239e-15,3.7079989e-15,-0.00023404236,-8.0550158e-19,8.3148550e-19
0.19075300,0.19075300,0.19075300,0.19075300,0.19075300,0.19075300,-1.0437090,-3.5921241e-15,3.7079991e-15,-0.00011702118,-4.0275079e-19,4.1574275e-19
0.19175300,0.19175300,0.19175300,0.19175300,0.19175300,0.19175300,-1.0437090,-3.5921242e-15,3.7079992e-15,-5.8510591e-05,-2.0137540e-19,2.0787138e-19
0.19275300,0.19275300,0.19275300,0.19275300,0.19275300,0.19275300,-1.0437090,-3.5921243e-15,3.7079993e-15,-2.9255295e-05,-1.0068770e-19,1.0393569e-19
0.19375300,0.19375300,0.19375300,0.19375300,0.19375300,0.19375300,-1.0437090,-3.5921243e-15,3.7079993e-15,-1.4627648e-05,-5.0343849e-20,5.1967844e-20
0.19475300,0.19475300,0.19475300,0.19475300,0.19475300,0.19475300,-1.0437090,-3.5921243e-15,3.7079993e-15,-7.3138238e-06,-2.5171924e-20,2.5983922e-20
0.19575300,0.19575300,0.19575300,0.19575300,0.19575300,0.19575300,-1.0437090,-3.5921243e-15,3.7079993e-15,-3.6569119e-06,-1.2585962e-20,1.2991961e-20
0.19675300,0.19675300,0.19675300,0.19675300,0.19675300,0.19675300,-1.0437090,-3.5921243e-15,3.7079993e-15,-1.8284560e-06,-6.2929811e-21,6.4959805e-21
0.19775300,0.19775300,0.19775300,0.19775300,0.19775300,0.19775300,-1.0437090,-3.5921243e-15,3.7079993e-15,-9.1422798e-07,-3.1464906e-21,3.2479903e-21
0.19875300,0.19875300,0.19875300,0.19875300,0.19875300,0.19875300,-1.0437090,-3.5921243e-15,3.7079993e-15,-4.5711399e-07,-1.5732453e-21,1.6239951e-21
0.19975300,0.19975300,0.19975300,0.19975300,0.19975300,0.19975300,-1.0437090,-3.5921243e-15,3.7079993e-15,-2.2855700e-07,-7.8662264e-22,8.1199756e-22
0.20075300,0.20075300,0.20075300,0.20075300,0.20075300,0.20075300,-1.0437090,-3.5921243e-15,3.7079993e-15,-1.1427850e-07,-3.9331132e-22,4.0599878e-22
0.20175300,0.20175300,0.20175300,0.20175300,0.20175300,0.20175300,-1.0437090,-3.5921243e-15,3.7079993e-15,-5.7139249e-08,-1.9665566e-22,2.0299939e-22
0.20275300,0.20275300,0.20275300,0.20275300,0.20275300,0.20275300,-1.0437090,-3.5921243e-15,3.7079993e-15,-2.8569624e-08,-9.8327830e-23,1.0149970e-22
0.20375300,0.20375300,0.20375300,0.20375300,0.20375300,0.20375300,-1.0437090,-3.5921243e-15,3.7079993e-15,-1.4284812e-08,-4.9163915e-23,5.0749848e-23
0.20475300,0.20475300,0.20475300,0.20475300,0.20475300,0.20475300,-1.0437090,-3.5921243e-15,3.7079993e-15,-7.1424061e-09,-2.4581957e-23,2.5374924e-23
0.20575300,0.20575300,0.20575300,0.20575300,0.20575300,0.20575300,-1.0437090,-3.5921243e-15,3.7079993e-15,-3.5712030e-09,-1.2290979e-23,1.2687462e-23
0.20675300,0.20675300,0.20675300,0.20675300,0.20675300,0.20675300,-1.0437090,-3.5921243e-15,3.7079993e-15,-1.7856015e-09,-6.1454894e-24,6.3437310e-24
0.20775300,0.20775300,0.20775300,0.20775300,0.20775300,0.20775300,-1.0266452,-3.5333961e-15,3.6473766e-15,11.375854,3.9152179e-14,-4.0415152e-14
0.20875300,0.20875300,0.20875300,0.20875300,0.20875300,0.20875300,-0.97843985,-3.3674880e-15,3.4761166e-15,35.928883,1.2365613e-13,-1.2764503e-13
0.20925300,0.20925300,0.20925300,0.20925300,0.20925300,0.20925300,-0.94511180,-3.2527831e-15,3.3577116e-15,56.413692,1.9415852e-13,-2.0042170e-13
0.21025300,0.21025300,0.21025300,0.21025300,0.21025300,0.21025300,-0.93453423,-3.2163784e-15,3.3201325e-15,14.103423,4.8539629e-14,-5.0105424e-14
0.21125300,0.21125300,0.21125300,0.21125300,0.21125300,0.21125300,-0.93188984,-3.2072772e-15,3.3107378e-15,3.5258558,1.2134907e-14,-1.2526356e-14
0.21225300,0.21225300,0.21225300,0.21225300,0.21225300,0.21225300,-0.93122874,-3.2050019e-15,3.3083891e-15,0.88146394,3.0337268e-15,-3.1315890e-15
0.21325300,0.21325300,0.21325300,0.21325300,0.21325300,0.21325300,-0.93106347,-3.2044331e-15,3.3078019e-15,0.22036598,7.5843171e-16,-7.8289725e-16
0.21425300,0.21425300,0.21425300,0.21425300,0.21425300,0.21425300,-0.93102215,-3.2042909e-15,3.3076551e-15,0.055091496,1.8960793e-16,-1.9572431e-16
0.21525300,0.21525300,0.21525300,0.21525300,0.21525300,0.21525300,-0.93100837,-3.2042435e-15,3.3076062e-15,0.027545748,9.4803964e-17,-9.7862156e-17
0.21625300,0.21625300,0.21625300,0.21625300,0.21625300,0.21625300,-0.93100149,-3.2042198e-15,3.3075817e-15,0.013772874,4.7401982e-17,-4.8931078e-17
0.21725300,0.21725300,0.21725300,0.21725300,0.21725300,0.21725300,-0.93099805,-3.2042079e-15,3.3075695e-15,0.0068864370,2.3700991e-17,-2.4465539e-17
0.21825300,0.21825300,0.21825300,0.21825300,0.21825300,0.21825300,-0.93099632,-3.2042020e-15,3.3075634e-15,0.0034432185,1.1850495e-17,-1.2232770e-17
0.21925300,0.21925300,0.21925300,0.21925300,0.21925300,0.21925300,-0.93099546,-3.2041991e-15,3.3075603e-15,0.0017216093,5.9252477e-18,-6.1163848e-18
0.22025300,0.22025300,0.22025300,0.22025300,0.22025300,0.22025300,-0.93099503,-3.2041976e-15,3.3075588e-15,0.00086080463,2.9626239e-18,-3.0581924e-18
0.22125300,0.22125300,0.22125300,0.22125300,0.22125300,0.22125300,-0.93099482,-3.2041968e-15,3.3075580e-15,0.00043040231,1.4813119e-18,-1.5290962e-18
0.22225300,0.22225300,0.22225300,0.22225300,0.22225300,0.22225300,-0.93099471,-3.2041965e-15,3.3075576e-15,0.00021520116,7.4065597e-19,-7.6454809e-19
0.22325300,0.22325300,0.22325300,0.22325300,0.22325300,0.22325300,-0.93099466,-3.2041963e-15,3.3075574e-15,0.00010760058,3.7032798e-19,-3.8227405e-19
0.22425300,0.22425300,0.22425300,0.22425300,0.22425300,0.22425300,-0.93099463,-3.2041962e-15,3.3075574e-15,5.3800289e-05,1.8516399e-19,-1.9113702e-19
0.22525300,0.22525300,0.22525300,0.22525300,0.22525300,0.22525300,-0.93099462,-3.2041961e-15,3.3075573e-15,2.6900145e-05,9.2581996e-20,-9.5568512e-20
0.22625300,0.22625300,0.22625300,0.22625300,0.22625300,0.22625300,-0.93099461,-3.2041961e-15,3.3075573e-15,1.3450072e-05,4.6290998e-20,-4.7784256e-20
0.22725300,0.22725300,0.22725300,0.22725300,0.22725300,0.22725300,-0.93099461,-3.2041961e-15,3.3075573e-15,6.7250362e-06,2.3145499e-20,-2.3892128e-20
0.22825300,0.22825300,0.22825300,0.22825300,0.22825300,0.22825300,-0.93099460,-3.2041961e-15,3.3075573e-15,3.3625181e-06,1.1572749e-20,-1.1946064e-20
0.22925300,0.22925300,0.22925300,0.22925300,0.22925300,0.22925300,-0.93099460,-3.2041961e-15,3.3075573e-15,1.6812590e-06,5.7863747e-21,-5.9730320e-21
0.23025300,0.23025300,0.23025300,0.23025300,0.23025300,0.23025300,-0.93099460,-3.2041961e-15,3.3075573e-15,8.4062952e-07,2.8931874e-21,-2.9865160e-21
0.23125300,0.23125300,0.23125300,0.23125300,0.23125300,0.23125300,-0.93099460,-3.2041961e-15,3.3075573e-15,4.2031476e-07,1.4465937e-21,-1.4932580e-21
0.23225300,0.23225300,0.23225300,0.23225300,0.23225300,0.23225300,-0.93099460,-3.2041961e-15,3.3075573e-15,2.1015738e-07,7.2329684e-22,-7.4662900e-22
0.23325300,0.23325300,0.23325300,0.23325300,0.23325300,0.23325300,-0.93099460,-3.2041961e-15,3.3075573e-15,1.0507869e-07,3.6164842e-22,-3.7331450e-22
0.23425300,0.23425300,0.23425300,0.23425300,0.23425300,0.23425300,-0.93099460,-3.2041961e-15,3.3075573e-15,5.2539345e-08,1.8082421e-22,-1.8665725e-22
0.23525300,0.23525300,0.23525300,0.23525300,0.23525300,0.23525300,-0.93099460,-3.2041961e-15,3.3075573e-15,2.6269672e-08,9.0412105e-23,-9.3328625e-23
0.23625300,0.23625300,0.23625300,0.23625300,0.23625300,0.23625300,-0.93099460,-3.2041961e-15,3.3075573e-15,1.3134836e-08,4.5206053e-23,-4.6664312e-23
0.23725300,0.23725300,0.23725300,0.23725300,0.23725300,0.23725300,-0.93099460,-3.2041961e-15,3.3075573e-15,6.5674181e-09,2.2603026e-23,-2.3332156e-23
0.23825300,0.23825300,0.23825300,0.23825300,0.23825300,0.23825300,-0.98332527,-3.3843021e-15,3.4934731e-15,-34.887114,-1.2007068e-13,1.2394393e-13
0.23925300,0.23925300,0.23925300,0.23925300,0.23925300,0.23925300,-1.0409055,-3.5824753e-15,3.6980391e-15,-50.015827,-1.7213904e-13,1.7769191e-13
0.24025300,0.24025300,0.24025300,0.24025300,0.24025300,0.24025300,-1.0534094,-3.6255101e-15,3.7424620e-15,-25.007913,-8.6069520e-14,8.8845956e-14
0.24125300,0.24125300,0.24125300,0.24125300,0.24125300,0.24125300,-1.0596614,-3.6470275e-15,3.7646735e-15,-12.503957,-4.3034760e-14,4.4422978e-14
0.24225300,0.24225300,0.24225300,0.24225300,0.24225300,0.24225300,-1.0627874,-3.6577862e-15,3.7757793e-15,-6.2519784,-2.1517380e-14,2.2211489e-14
0.24325300,0.24325300,0.24325300,0.24325300,0.24325300,0.24325300,-1.0643504,-3.6631655e-15,3.7813321e-15,-3.1259892,-1.0758690e-14,1.1105745e-14
0.24425300,0.24425300,0.24425300,0.24425300,0.24425300,0.24425300,-1.0651319,-3.6658552e-15,3.7841086e-15,-1.5629946,-5.3793450e-15,5.5528723e-15
0.24525300,0.24525300,0.24525300,0.24525300,0.24525300,0.24525300,-1.0655226,-3.6672000e-15,3.7854968e-15,-0.78149730,-2.6896725e-15,2.7764361e-15
0.24625300,0.24625300,0.24625300,0.24625300,0.24625300,0.24625300,-1.0657180,-3.6678724e-15,3.7861909e-15,-0.39074865,-1.3448363e-15,1.3882181e-15
0.24725300,0.24725300,0.24725300,0.24725300,0.24725300,0.24725300,-1.0658157,-3.6682086e-15,3.7865380e-15,-0.19537432,-6.7241813e-16,6.9410903e-16
0.24825300,0.24825300,0.24825300,0.24825300,0.24825300,0.24825300,-1.1331203,-3.8998504e-15,4.0256520e-15,-44.934872,-1.5465196e-13,1.5964073e-13
0.24925300,0.24925300,0.24925300,0.24925300,0.24925300,0.24925300,-1.1887841,-4.0914278e-15,4.2234094e-15,-52.087460,-1.7926896e-13,1.8505183e-13
0.25025300,0.25025300,0.25025300,0.25025300,0.25025300,0.25025300,-1.2018059,-4.1362451e-15,4.2696723e-15,-26.043730,-8.9634480e-14,9.2525915e-14
0.25125300,0.25125300,0.25125300,0.25125300,0.25125300,0.25125300,-1.2083169,-4.1586537e-15,4.2928038e-15,-13.021865,-4.4817240e-14,4.6262958e-14
0.25225300,0.25225300,0.25225300,0.25225300,0.25225300,0.25225300,-1.2115723,-4.1698580e-15,4.3043696e-15,-6.5109325,-2.2408620e-14,2.3131479e-14
0.25325300,0.25325300,0.25325300,0.25325300,0.25325300,0.25325300,-1.2132001,-4.1754602e-15,4.3101524e-15,-3.2554662,-1.1204310e-14,1.1565739e-14
0.25425300,0.25425300,0.25425300,0.25425300,0.25425300,0.25425300,-1.1771016,-4.0512206e-15,4.1819051e-15,22.980449,7.9091614e-14,-8.1642956e-14
0.25525300,0.25525300,0.25525300,0.25525300,0.25525300,0.25525300,-1.0038145,-3.4548198e-15,3.5662656e-15,123.18489,4.2396437e-13,-4.3764064e-13
0.25625300,0.25625300,0.25625300,0.25625300,0.25625300,0.25625300,-0.87962475,-3.0273969e-15,3.1250549e-15,123.85482,4.2627008e-13,-4.4002072e-13
0.25725300,0.25725300,0.25725300,0.25725300,0.25725300,0.25725300,-0.84866104,-2.9208294e-15,3.0150497e-15,61.927411,2.1313504e-13,-2.2001036e-13
0.25825300,0.25825300,0.25825300,0.25825300,0.25825300,0.25825300,-0.79237497,-2.7271101e-15,2.8150814e-15,58.166517,2.0019120e-13,-2.0664898e-13
0.25925300,0.25925300,0.25925300,0.25925300,0.25925300,0.25925300,-1.0138828,-3.4894716e-15,3.6020352e-15,-128.28304,-4.4151062e-13,4.5575290e-13
0.26025300,0.26025300,0.26025300,0.26025300,0.26025300,0.26025300,-1.0791115,-3.7139688e-15,3.8337743e-15,-55.599713,-1.9135705e-13,1.9752986e-13
0.26125300,0.26125300,0.26125300,0.26125300,0.26125300,0.26125300,-1.0895365,-3.7498483e-15,3.8708111e-15,-13.899928,-4.7839263e-14,4.9382465e-14
0.26225300,0.26225300,0.26225300,0.26225300,0.26225300,0.26225300,-1.0921427,-3.7588181e-15,3.8800703e-15,-3.4749820,-1.1959816e-14,1.2345616e-14
0.26325300,0.26325300,0.26325300,0.26325300,0.26325300,0.26325300,-1.0927943,-3.7610606e-15,3.8823851e-15,-0.86874551,-2.9899539e-15,3.0864041e-15
0.26425300,0.26425300,0.26425300,0.26425300,0.26425300,0.26425300,-1.0929572,-3.7616212e-15,3.8829638e-15,-0.21718638,-7.4748848e-16,7.7160102e-16
0.26575300,0.26575300,0.26575300,0.26575300,0.26575300,0.26575300,-1.0313376,-3.5495456e-15,3.6640470e-15,40.604453,1.3974800e-13,-1.4425600e-13
0.26675300,0.26675300,0.26675300,0.26675300,0.26675300,0.26675300,-0.96895213,-3.3348342e-15,3.4424095e-15,55.125100,1.8972358e-13,-1.9584370e-13
0.26775300,0.26775300,0.26775300,0.26775300,0.26775300,0.26775300,-0.95517085,-3.2874033e-15,3.3934486e-15,27.562550,9.4861791e-14,-9.7921849e-14
0.26875300,0.26875300,0.26875300,0.26875300,0.26875300,0.26875300,-0.94828021,-3.2636878e-15,3.3689681e-15,13.781275,4.7430895e-14,-4.8960924e-14
0.26975300,0.26975300,0.26975300,0.26975300,0.26975300,0.26975300,-0.94483490,-3.2518301e-15,3.3567279e-15,6.8906375,2.3715448e-14,-2.4480462e-14
0.27075300,0.27075300,0.27075300,0.27075300,0.27075300,0.27075300,-0.94311224,-3.2459013e-15,3.3506077e-15,3.4453188,1.1857724e-14,-1.2240231e-14
0.27175300,0.27175300,0.27175300,0.27175300,0.27175300,0.27175300,-0.94225091,-3.2429368e-15,3.3475477e-15,1.7226594,5.9288619e-15,-6.1201155e-15
0.27275300,0.27275300,0.27275300,0.27275300,0.27275300,0.27275300,-0.94182024,-3.2414546e-15,3.3460177e-15,0.86132969,2.9644310e-15,-3.0600578e-15
0.27375300,0.27375300,0.27375300,0.27375300,0.27375300,0.27375300,-0.94160491,-3.2407135e-15,3.3452526e-15,0.43066485,1.4822155e-15,-1.5300289e-15
0.27475300,0.27475300,0.27475300,0.27475300,0.27475300,0.27475300,-0.94149724,-3.2403429e-15,3.3448701e-15,0.21533242,7.4110774e-16,-7.6501444e-16
0.27575300,0.27575300,0.27575300,0.27575300,0.27575300,0.27575300,-0.94144341,-3.2401577e-15,3.3446789e-15,0.10766621,3.7055387e-16,-3.8250722e-16
0.27675300,0.27675300,0.27675300,0.27675300,0.27675300,0.27675300,-0.94141649,-3.2400650e-15,3.3445833e-15,0.053833106,1.8527694e-16,-1.9125361e-16
0.27775300,0.27775300,0.27775300,0.27775300,0.27775300,0.27775300,-0.94140304,-3.2400187e-15,3.3445354e-15,0.026916553,9.2638468e-17,-9.5626805e-17
0.27875300,0.27875300,0.27875300,0.27875300,0.27875300,0.27875300,-0.94139631,-3.2399955e-15,3.3445115e-15,0.013458276,4.6319234e-17,-4.7813403e-17
0.27975300,0.27975300,0.27975300,0.27975300,0.27975300,0.27975300,-0.94139294,-3.2399840e-15,3.3444996e-15,0.0067291382,2.3159617e-17,-2.3906701e-17
0.28075300,0.28075300,0.28075300,0.28075300,0.28075300,0.28075300,-0.94139126,-3.2399782e-15,3.3444936e-15,0.0033645691,1.1579808e-17,-1.1953351e-17
0.28175300,0.28175300,0.28175300,0.28175300,0.28175300,0.28175300,-0.94139042,-3.2399753e-15,3.3444906e-15,0.0016822846,5.7899042e-18,-5.9766753e-18
0.28275300,0.28275300,0.28275300,0.28275300,0.28275300,0.28275300,-0.94139000,-3.2399738e-15,3.3444891e-15,0.00084114228,2.8949521e-18,-2.9883377e-18
0.28375300,0.28375300,0.28375300,0.28375300,0.28375300,0.28375300,-0.94138979,-3.2399731e-15,3.3444884e-15,0.00042057114,1.4474761e-18,-1.4941688e-18
0.28475300,0.28475300,0.28475300,0.28475300,0.28475300,0.28475300,-0.94138968,-3.2399728e-15,3.3444880e-15,0.00021028557,7.2373803e-19,-7.4708442e-19
0.28575300,0.28575300,0.28575300,0.28575300,0.28575300,0.28575300,-0.94138963,-3.2399726e-15,3.3444878e-15,0.00010514278,3.6186901e-19,-3.7354221e-19
0.28675300,0.28675300,0.28675300,0.28675300,0.28675300,0.28675300,-0.94138960,-3.2399725e-15,3.3444877e-15,5.2571392e-05,1.8093451e-19,-1.8677110e-19
0.28775300,0.28775300,0.28775300,0.28775300,0.28775300,0.28775300,-0.94138959,-3.2399724e-15,3.3444877e-15,2.6285696e-05,9.0467254e-20,-9.3385552e-20
0.28875300,0.28875300,0.28875300,0.28875300,0.28875300,0.28875300,-0.94138958,-3.2399724e-15,3.3444877e-15,1.3142848e-05,4.5233627e-20,-4.6692776e-20
0.28975300,0.28975300,0.28975300,0.28975300,0.28975300,0.28975300,-0.94138958,-3.2399724e-15,3.3444876e-15,6.5714240e-06,2.2616813e-20,-2.3346388e-20
