X:Pos_TX-Body2-rev_clearance_joint_ideal(m),X:Pos_TY-Body2-rev_clearance_joint_ideal(m),X:Pos_TZ-Body2-rev_clearance_joint_ideal(m),X:Vel_TX-Body2-rev_clearance_joint_ideal(m/s),X:Vel_TY-Body2-rev_clearance_joint_ideal(m/s),X:Vel_TZ-Body2-rev_clearance_joint_ideal(m/s),X:Acc_TX-Body2-rev_clearance_joint_ideal(m/s^2),X:Acc_TY-Body2-rev_clearance_joint_ideal(m/s^2),X:Acc_TZ-Body2-rev_clearance_joint_ideal(m/s^2),Y:Pos_TX-Body2-rev_clearance_joint_ideal(m),Y:Pos_TY-Body2-rev_clearance_joint_ideal(m),Y:Pos_TZ-Body2-rev_clearance_joint_ideal(m),Y:Vel_TX-Body2-rev_clearance_joint_ideal(m/s),Y:Vel_TY-Body2-rev_clearance_joint_ideal(m/s),Y:Vel_TZ-Body2-rev_clearance_joint_ideal(m/s),Y:Acc_TX-Body2-rev_clearance_joint_ideal(m/s^2),Y:Acc_TY-Body2-rev_clearance_joint_ideal(m/s^2),Y:Acc_TZ-Body2-rev_clearance_joint_ideal(m/s^2)
0.011253000,0.011253000,0.011253000,0.011253000,0.011253000,0.011253000,0.011253000,0.011253000,0.011253000,1.6438863e-06,-0.00026311214,2.6598360,2.1510272e-16,-0.061613963,-6.0948801e-06,1.9110161e-14,-5.4753364,-0.0019688838
0.012253000,0.012253000,0.012253000,0.012253000,0.012253000,0.012253000,0.012253000,0.012253000,0.012253000,1.6438863e-06,-0.00032746377,2.6598360,2.3421220e-16,-0.067089299,-8.2596502e-06,1.9108773e-14,-5.4753363,-0.0023662919
0.013253000,0.013253000,0.013253000,0.013253000,0.013253000,0.013253000,0.013253000,0.013253000,0.013253000,1.6438863e-06,-0.00039729073,2.6598360,2.5332023e-16,-0.072564635,-1.0838735e-05,1.9107267e-14,-5.4753362,-0.0027975134
0.014253000,0.014253000,0.014253000,0.014253000,0.014253000,0.014253000,0.014253000,0.014253000,0.014253000,1.6438863e-06,-0.00047259304,2.6598359,2.7242669e-16,-0.078039971,-1.3865948e-05,1.9105643e-14,-5.4753361,-0.0032625482
0.015253000,0.015253000,0.015253000,0.015253000,0.015253000,0.015253000,0.015253000,0.015253000,0.015253000,1.6438863e-06,-0.00055337068,2.6598359,2.9153147e-16,-0.083515307,-1.7375103e-05,1.9103900e-14,-5.4753359,-0.0037613964
0.016253000,0.016253000,0.016253000,0.016253000,0.016253000,0.016253000,0.016253000,0.016253000,0.016253000,1.6438863e-06,-0.00063962365,2.6598359,3.1063445e-16,-0.088990643,-2.1400012e-05,1.9102040e-14,-5.4753356,-0.0042940578
0.017253000,0.017253000,0.017253000,0.017253000,0.017253000,0.017253000,0.017253000,0.017253000,0.017253000,1.6438863e-06,-0.00073135196,2.6598359,3.2973551e-16,-0.094465978,-2.5974489e-05,1.9100061e-14,-5.4753353,-0.0048605326
0.018253000,0.018253000,0.018253000,0.018253000,0.018253000,0.018253000,0.018253000,0.018253000,0.018253000,1.6438863e-06,-0.00082855561,2.6598359,3.4883453e-16,-0.099941314,-3.1132348e-05,1.9097964e-14,-5.4753350,-0.0054608207
0.019253000,0.019253000,0.019253000,0.019253000,0.019253000,0.019253000,0.019253000,0.019253000,0.019253000,1.6438863e-06,-0.00093123459,2.6598358,3.6793140e-16,-0.10541665,-3.6907402e-05,1.9095748e-14,-5.4753345,-0.0060949220
0.020253000,0.020253000,0.020253000,0.020253000,0.020253000,0.020253000,0.020253000,0.020253000,0.020253000,1.6438863e-06,-0.0010393889,2.6598358,3.8702599e-16,-0.11089198,-4.3333463e-05,1.9093414e-14,-5.4753340,-0.0067628367
0.021253000,0.021253000,0.021253000,0.021253000,0.021253000,0.021253000,0.021253000,0.021253000,0.021253000,1.6438863e-06,-0.0011530186,2.6598357,4.0611819e-16,-0.11636732,-5.0444346e-05,1.9090962e-14,-5.4753335,-0.0074645647
0.022253000,0.022253000,0.022253000,0.022253000,0.022253000,0.022253000,0.022253000,0.022253000,0.022253000,1.6438863e-06,-0.0012721235,2.6598357,4.2520787e-16,-0.12184265,-5.8273864e-05,1.9088392e-14,-5.4753328,-0.0082001059
0.023253000,0.023253000,0.023253000,0.023253000,0.023253000,0.023253000,0.023253000,0.023253000,0.023253000,1.6438863e-06,-0.0013967039,2.6598356,4.4429493e-16,-0.12731798,-6.6855829e-05,1.9085703e-14,-5.4753320,-0.0089694604
0.024253000,0.024253000,0.024253000,0.024253000,0.024253000,0.024253000,0.024253000,0.024253000,0.024253000,1.6438863e-06,-0.0015267595,2.6598355,4.6337924e-16,-0.13279331,-7.6224055e-05,1.9082896e-14,-5.4753311,-0.0097726281
0.025253000,0.025253000,0.025253000,0.025253000,0.025253000,0.025253000,0.025253000,0.025253000,0.025253000,1.6438863e-06,-0.0016622905,2.6598355,4.8246068e-16,-0.13826864,-8.6412356e-05,1.9079970e-14,-5.4753301,-0.010609609
0.026253000,0.026253000,0.026253000,0.026253000,0.026253000,0.026253000,0.026253000,0.026253000,0.026253000,1.6438863e-06,-0.0018032968,2.6598354,5.0153914e-16,-0.14374397,-9.7454544e-05,1.9076925e-14,-5.4753290,-0.011480403
0.027253000,0.027253000,0.027253000,0.027253000,0.027253000,0.027253000,0.027253000,0.027253000,0.027253000,1.6438863e-06,-0.0019497784,2.6598353,5.2061449e-16,-0.14921930,-0.00010938443,1.9073763e-14,-5.4753277,-0.012385010
0.028253000,0.028253000,0.028253000,0.028253000,0.028253000,0.028253000,0.028253000,0.028253000,0.028253000,1.6438863e-06,-0.0021017354,2.6598352,5.3968662e-16,-0.15469463,-0.00012223584,1.9070481e-14,-5.4753263,-0.013323431
0.029253000,0.029253000,0.029253000,0.029253000,0.029253000,0.029253000,0.029253000,0.029253000,0.029253000,1.6438863e-06,-0.0022591677,2.6598350,5.5875541e-16,-0.16016995,-0.00013604257,1.9067081e-14,-5.4753247,-0.014295664
0.030253000,0.030253000,0.030253000,0.030253000,0.030253000,0.030253000,0.030253000,0.030253000,0.030253000,1.6438863e-06,-0.0024220753,2.6598349,5.7782074e-16,-0.16564528,-0.00015083844,1.9063562e-14,-5.4753229,-0.015301711
0.031253000,0.031253000,0.031253000,0.031253000,0.031253000,0.031253000,0.031253000,0.031253000,0.031253000,1.6438863e-06,-0.0025904582,2.6598347,5.9688250e-16,-0.17112060,-0.00016665726,1.9059925e-14,-5.4753210,-0.016341571
0.032253000,0.032253000,0.032253000,0.032253000,0.032253000,0.032253000,0.032253000,0.032253000,0.032253000,1.6438863e-06,-0.0027643165,2.6598345,6.1594055e-16,-0.17659592,-0.00018353285,1.9056169e-14,-5.4753188,-0.017415243
0.033253000,0.033253000,0.033253000,0.033253000,0.033253000,0.033253000,0.033253000,0.033253000,0.033253000,1.6438863e-06,-0.0029436501,2.6598344,6.3499479e-16,-0.18207124,-0.00020149902,1.9052294e-14,-5.4753165,-0.018522729
0.034253000,0.034253000,0.034253000,0.034253000,0.034253000,0.034253000,0.034253000,0.034253000,0.034253000,1.6438863e-06,-0.0031284590,2.6598341,6.5404510e-16,-0.18754655,-0.00022058958,1.9048300e-14,-5.4753139,-0.019664028
0.035253000,0.035253000,0.035253000,0.035253000,0.035253000,0.035253000,0.035253000,0.035253000,0.035253000,1.6438863e-06,-0.0033187432,2.6598339,6.7309135e-16,-0.19302186,-0.00024083834,1.9044187e-14,-5.4753111,-0.020839139
0.036253000,0.036253000,0.036253000,0.036253000,0.036253000,0.036253000,0.036253000,0.036253000,0.036253000,1.6438863e-06,-0.0035145027,2.6598337,6.9213343e-16,-0.19849717,-0.00026227912,1.9039955e-14,-5.4753080,-0.022048063
0.037253000,0.037253000,0.037253000,0.037253000,0.037253000,0.037253000,0.037253000,0.037253000,0.037253000,1.6438863e-06,-0.0037157375,2.6598334,7.1117121e-16,-0.20397248,-0.00028494574,1.9035604e-14,-5.4753046,-0.023290800
0.038253000,0.038253000,0.038253000,0.038253000,0.038253000,0.038253000,0.038253000,0.038253000,0.038253000,1.6438863e-06,-0.0039224476,2.6598331,7.3020459e-16,-0.20944778,-0.00030887199,1.9031135e-14,-5.4753010,-0.024567349
0.039253000,0.039253000,0.039253000,0.039253000,0.039253000,0.039253000,0.039253000,0.039253000,0.039253000,1.6438863e-06,-0.0041346331,2.6598328,7.4923344e-16,-0.21492308,-0.00033409170,1.9026546e-14,-5.4752970,-0.025877711
0.040253000,0.040253000,0.040253000,0.040253000,0.040253000,0.040253000,0.040253000,0.040253000,0.040253000,1.6438863e-06,-0.0043522938,2.6598324,7.6825764e-16,-0.22039837,-0.00036063868,1.9021838e-14,-5.4752927,-0.027221886
0.041253000,0.041253000,0.041253000,0.041253000,0.041253000,0.041253000,0.041253000,0.041253000,0.041253000,1.6438863e-06,-0.0045754298,2.6598320,7.8727707e-16,-0.22587366,-0.00038854674,1.9017010e-14,-5.4752881,-0.028599873
0.042253000,0.042253000,0.042253000,0.042253000,0.042253000,0.042253000,0.042253000,0.042253000,0.042253000,1.6438863e-06,-0.0048040411,2.6598316,8.0629161e-16,-0.23134895,-0.00041784970,1.9012064e-14,-5.4752832,-0.030011672
0.043253000,0.043253000,0.043253000,0.043253000,0.043253000,0.043253000,0.043253000,0.043253000,0.043253000,1.6438863e-06,-0.0050381277,2.6598312,8.2530115e-16,-0.23682423,-0.00044858136,1.9006998e-14,-5.4752779,-0.031457283
0.044253000,0.044253000,0.044253000,0.044253000,0.044253000,0.044253000,0.044253000,0.044253000,0.044253000,1.6438863e-06,-0.0052776896,2.6598307,8.4430556e-16,-0.24229950,-0.00048077553,1.9001813e-14,-5.4752722,-0.032936707
0.045253000,0.045253000,0.045253000,0.045253000,0.045253000,0.045253000,0.045253000,0.045253000,0.045253000,1.6438863e-06,-0.0055227267,2.6598303,8.6330473e-16,-0.24777477,-0.00051446604,1.8996508e-14,-5.4752660,-0.034449942
0.046253000,0.046253000,0.046253000,0.046253000,0.046253000,0.046253000,0.046253000,0.046253000,0.046253000,1.6438863e-06,-0.0057732391,2.6598297,8.8229853e-16,-0.25325003,-0.00054968668,1.8991084e-14,-5.4752595,-0.035996989
0.047253000,0.047253000,0.047253000,0.047253000,0.047253000,0.047253000,0.047253000,0.047253000,0.047253000,1.6438863e-06,-0.0060292267,2.6598292,9.0128685e-16,-0.25872529,-0.00058647128,1.8985540e-14,-5.4752525,-0.037577848
0.048253000,0.048253000,0.048253000,0.048253000,0.048253000,0.048253000,0.048253000,0.048253000,0.048253000,1.6438863e-06,-0.0062906897,2.6598285,9.2026957e-16,-0.26420053,-0.00062485364,1.8979876e-14,-5.4752451,-0.039192519
0.049253000,0.049253000,0.049253000,0.049253000,0.049253000,0.049253000,0.049253000,0.049253000,0.049253000,1.6438863e-06,-0.0065576278,2.6598279,9.3924656e-16,-0.26967577,-0.00066486758,1.8974093e-14,-5.4752372,-0.040841000
0.050253000,0.050253000,0.050253000,0.050253000,0.050253000,0.050253000,0.050253000,0.050253000,0.050253000,1.6438863e-06,-0.0068300412,2.6598272,9.5821770e-16,-0.27515100,-0.00070654691,1.8968190e-14,-5.4752288,-0.042523293
0.051253000,0.051253000,0.051253000,0.051253000,0.051253000,0.051253000,0.051253000,0.051253000,0.051253000,1.6438863e-06,-0.0071079298,2.6598265,9.7718289e-16,-0.28062623,-0.00074992543,1.8962167e-14,-5.4752198,-0.044239397
0.052253000,0.052253000,0.052253000,0.052253000,0.052253000,0.052253000,0.052253000,0.052253000,0.052253000,1.6438863e-06,-0.0073912937,2.6598257,9.9614199e-16,-0.28610144,-0.00079503697,1.8956024e-14,-5.4752103,-0.045989312
0.053253000,0.053253000,0.053253000,0.053253000,0.053253000,0.053253000,0.053253000,0.053253000,0.053253000,1.6438863e-06,-0.0076801327,2.6598249,1.0150949e-15,-0.29157664,-0.00084191532,1.8949761e-14,-5.4752003,-0.047773037
